"district_name","district_code","first_year","year","second_year","grade_pk","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","grade_sp","total_enrollment","total_teachers","pct_teachers_licensed","student_teacher_ratio","pct_experienced_teachers","pct_teachers_without_waiver","pct_teaching_in_field","total_core_academic_classes","pct_core_classes_taught_by_exp_teachers","salary_total","average_salary","in_district_exp","total_in_district_fte","in_district_exp_per_pupil","total_exp","total_pupil_ftes","total_exp_per_pupil","sci_advanced_proficient_number","sci_advanced_proficient_pct","sci_advanced_number","sci_advanced_pct","sci_proficient_number","sci_proficient_pct","sci_needs_imp_number","sci_needs_imp_pct","sci_warning_failing_number","sci_warning_failing_pct","sci_student_included","ela_advanced_proficient_number","ela_advanced_proficient_pct","ela_advanced_number","ela_advanced_pct","ela_proficient_number","ela_proficient_pct","ela_needs_imp_number","ela_needs_imp_pct","ela_warning_failing_number","ela_warning_failing_pct","ela_student_included","mth_advanced_proficient_number","mth_advanced_proficient_pct","mth_advanced_number","mth_advanced_pct","mth_proficient_number","mth_proficient_pct","mth_needs_imp_number","mth_needs_imp_pct","mth_warning_failing_number","mth_warning_failing_pct","mth_student_included","sat_tests_taken","sat_reading_writing","sat_math","ap_tests_taken","ap_1","ap_2","ap_3","ap_4","ap_5","ap_score_1_2_pct","ap_score_3_5_pct","contract_length","year_1","year_2","year_3","cola_2015_16","cola_2016_17","cola_2017_18","cola_2018_19","cola_2019_20","cola_2020_21","cola_2021_22","cola_2022_23","cola_2023_24","upper_left_2015_16","upper_left_2016_17","upper_left_2017_18","upper_left_2018_19","upper_left_2019_20","upper_left_2020_21","upper_left_2021_22","upper_left_2022_23","upper_left_2023_24","lower_right_2015_16","lower_right_2016_17","lower_right_2017_18","lower_right_2018_19","lower_right_2019_20","lower_right_2020_21","lower_right_2021_22","lower_right_2022_23","lower_right_2023_24","salary_avg_2015_16","salary_avg_2016_17","salary_avg_2017_18","salary_avg_2018_19","salary_avg_2019_20","salary_avg_2020_21","salary_avg_2021_22","salary_avg_2022_23","salary_avg_2023_24","num_steps","num_lanes","avg_pct_increase_steps","pct_increase_last_step","avg_pct_increase_lanes","pct_increase_bachelors_masters","pct_increase_masters_doctorate","longevity_start_year","longevity_end_year","longevity_min_pay","longevity_max_pay","num_days_with_students","num_days_without_students_teachers","num_days_without_students_guidance","num_days_without_students_nurses","nurses_unionized","pct_health_insurance_paid","personal_days_annually","personal_days_carry_over","personal_days_carry_over_max","personal_days_paid_for_unused","personal_days_paid_for_unused_rate","sick_days","sick_days_buy_back","sick_days_buy_back_rate","sick_leave_bank","sick_leave_bank_cap","bereavement_days","religious_days","other_days","comp_for_attendance","guidance_max_ration_hs","max_class_size_ratio_elementary","max_student_ratio_hs","special_ed_ratio_elementary","special_ed_ratio_hs","children_of_teachers_attending","length_of_workday_elementary","length_of_workday_hs","early_retirement_incentives","unit_b","tuition_reimbursement","first_lang_not_eng","first_lang_not_eng_pct","english_learner","english_learner_pct","disabled","disabled_pct","high_need","high_need_pct","low_income","low_income_pct","league","city","county"
"River Valley Charter (District)",4820000,2018,"2018-19",2019,0,32,32,32,32,34,32,33,33,28,0,0,0,0,0,288,20.8,0.865,13.9,0.807,0.807,0.682,NA,NA,NA,NA,4511587,288,15665.23,4511587,288,15665.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7,0,0,48,16.7,69,24,25,8.7,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2019,"2019-20",2020,0,34,32,32,33,32,33,34,32,26,0,0,0,0,0,288,21.9,0.781,13.2,0.726,0.771,0.609,NA,NA,NA,NA,4726849,287.9,16416.66,4726849,287.9,16416.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.4,0,0,45,15.6,62,21.5,23,8,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2016,"2016-17",2017,0,32,32,34,31,33,33,30,31,32,0,0,0,0,0,288,18.4,0.944,15.6,NA,NA,NA,112,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7,0,0,35,12.2,51,17.7,18,6.3,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2017,"2017-18",2018,0,32,32,32,34,32,33,32,31,30,0,0,0,0,0,288,20.8,0.913,13.9,0.758,0.759,NA,NA,NA,NA,NA,4189392,288,14548.25,4189392,288,14548.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7,0,0,41,14.2,60,20.8,22,7.6,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2020,"2020-21",2021,0,30,34,32,33,32,32,32,32,31,0,0,0,0,0,288,24.7,0.792,11.7,0.705,0.798,0.538,NA,NA,NA,NA,4848478,306.9,15797.72,4848478,306.9,15797.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7,0,0,46,16,64,22.2,23,8,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2015,"2015-16",2016,0,32,34,31,33,32,33,32,31,30,0,0,0,0,0,288,19.9,0.898,14.4,NA,NA,NA,110,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.4,0,0,35,12.2,47,16.3,17,5.9,NA,"Newburyport","Essex"
"River Valley Charter (District)",4820000,2021,"2021-22",2022,0,32,32,34,32,33,31,31,32,31,0,0,0,0,0,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3,0,0,40,13.9,61,21.2,28,9.7,NA,"Newburyport","Essex"
"Rochester",2500000,2015,"2015-16",2016,25,72,56,58,70,59,67,77,0,0,0,0,0,0,0,484,34.8,1,13.9,NA,NA,NA,150,1,3218426,92484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,0.4,84,17.2,130,26.7,63,13,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2016,"2016-17",2017,22,49,71,58,59,76,60,71,0,0,0,0,0,0,0,466,34.8,1,13.4,NA,NA,NA,150,1,3278467,94209,6667171,485.1,13743.91,7078026,500.1,14153.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,2,0.4,86,18.4,128,27.4,58,12.4,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2017,"2017-18",2018,26,73,54,75,63,68,73,66,0,0,0,0,0,0,0,498,38.1,1,13.1,0.913,0.992,NA,NA,NA,3310367,86886,6885119,465.3,14797.16,7277194,476.6,15268.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,2,0.4,91,18.1,143,28.5,65,13.1,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2018,"2018-19",2019,25,62,76,58,80,67,68,75,0,0,0,0,0,0,0,511,38.1,1,13.4,0.913,0.992,1,NA,NA,3394622,86819,7012475.25,505.6,13869.61,7559828.78,516.6,14633.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,3,0.6,96,18.7,149,29,72,14.1,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2019,"2019-20",2020,24,55,66,78,60,86,72,68,0,0,0,0,0,0,0,509,37.7,1,13.5,0.926,0.979,1,NA,NA,3458896,91748,7231260.71,513.7,14076.82,7743707.14,525.5,14735.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,1,0.2,93,18.1,150,29.2,82,16.1,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2020,"2020-21",2021,20,51,56,64,74,63,82,66,0,0,0,0,0,0,0,476,41.1,1,11.6,0.951,0.968,0.976,NA,NA,NA,NA,7202838,506.4,14223.61,7716539,521.2,14805.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,2,0.4,92,19.1,157,32.6,88,18.5,NA,"Mattapoisett","Plymouth"
"Rochester",2500000,2021,"2021-22",2022,25,56,63,62,70,89,66,85,0,0,0,0,0,0,0,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6,3,0.6,94,18,183,35.1,122,23.6,NA,"Mattapoisett","Plymouth"
"Rockland",2510000,2020,"2020-21",2021,38,132,164,172,156,182,184,195,193,193,144,145,140,136,5,2179,175.2,1,12.4,0.78,0.929,0.948,NA,NA,NA,NA,35730504.1,2282.6,15653.42,40376643.1,2450.9,16474.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,526,521,117,27,51,25,12,2,66.7,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,14.6,174,8,411,18.6,1155,52.3,903,41.4,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2017,"2017-18",2018,61,164,177,181,171,206,161,154,157,177,148,170,122,139,5,2193,173.8,0.994,12.6,0.767,0.926,NA,NA,NA,11931929,68653,32988841,2288.1,14417.57,36965121,2450.3,15085.96,115,74,44,28,71,46,37,24,3,2,155,148,93,82,51,66,41,10,6,2,1,160,121,76,62,39,59,37,31,19,8,5,160,151,542,546,206,52,58,56,30,10,53.4,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,9.6,115,5.2,393,17.7,1003,45.2,716,32.6,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2021,"2021-22",2022,52,154,141,157,176,158,173,188,186,185,145,130,128,140,5,2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,15.9,188,8.9,386,18,1229,57.2,1016,48,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2018,"2018-19",2019,71,183,156,186,183,180,198,178,163,165,144,141,156,117,7,2228,173.1,1,12.9,0.816,0.909,0.945,NA,NA,12525138,71942,34181194.34,2195.7,15567.33,38377939.31,2380.3,16123.15,88,73,31,26,57,48,25,21,7,6,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,524,531,263,41,89,86,41,6,49.4,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,10.4,139,6.2,380,16.8,1024,45.3,723,32.5,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2015,"2015-16",2016,66,195,190,209,167,163,166,178,175,210,149,162,156,135,5,2326,147.8,0.994,15.7,NA,NA,NA,774,0.996,11011066,74500,NA,NA,NA,NA,NA,NA,96,67,20,14,76,53,38,26,10,7,144,138,89,60,39,78,50,11,7,6,4,155,111,72,75,48,36,23,32,21,12,8,155,NA,NA,NA,232,58,78,68,24,4,58.6,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,7.4,75,3.2,401,17,996,42.2,685,29.4,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2016,"2016-17",2017,71,184,182,176,212,157,159,172,170,179,196,137,148,150,1,2294,153.2,1,15,NA,NA,NA,782,1,11578474,75578,30389403,2278.8,13335.7,33747435,2427.9,13899.85,86,70,31,25,55,45,36,29,1,1,123,121,95,61,48,60,47,6,5,1,1,128,95,74,46,36,49,38,24,19,9,7,128,160,538,540,243,74,90,46,27,6,67.5,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,8.1,92,4,285,12.3,932,40.1,732,31.9,"South Shore","Rockland","Plymouth"
"Rockland",2510000,2019,"2019-20",2020,67,172,182,158,182,190,187,194,192,160,149,135,141,158,6,2273,176.4,1,12.9,0.812,0.928,0.927,NA,NA,12697280,71980,35748715,2255.9,15846.76,40606302,2436,16669.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,531,530,164,24,49,47,33,11,44.5,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,13.2,178,7.8,402,17.4,1103,47.9,819,36,"South Shore","Rockland","Plymouth"
"Rockport",2520000,2016,"2016-17",2017,21,61,69,60,61,66,69,73,78,76,69,81,63,81,0,928,85.2,1,10.9,NA,NA,NA,393,0.982,6714515,78809,15487112,950.8,16288.51,17283133,1000.3,17277.95,66,85,27,35,39,50,10,13,2,3,78,81,99,37,45,44,54,1,1,0,0,82,63,77,35,43,28,34,16,20,3,4,82,87,578,554,87,10,37,27,9,4,54,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.9,3,0.3,176,18.6,300,31.7,154,16.6,"Cape Ann","Rockport","Essex"
"Rockport",2520000,2015,"2015-16",2016,13,69,59,65,68,71,71,78,79,78,78,68,80,77,0,954,86.9,0.995,11,NA,NA,NA,435,0.989,6626052,76249,NA,NA,NA,NA,NA,NA,55,86,19,30,36,56,7,11,2,3,64,67,99,40,59,27,40,1,1,0,0,68,57,84,38,56,19,28,10,15,1,1,68,NA,NA,NA,81,6,24,25,19,7,37,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.3,4,0.4,159,16.4,294,30.3,159,16.7,"Cape Ann","Rockport","Essex"
